Вектор Мощи|Скорость перехода через портал|Приток Силы Потока|Ритм магического ядра|Поток Энергий|Сила Левого Потока|Сила Правого Потока|Пламя Стихий|Температура вдоха Истока|Температура выдоха Истока|Приток давления Выдоха Истока|Давление вдоха Истока|Давление выдоха Истока|Древний Ветер|Печать Чародея|Эмульсия Истока|Дыхание Истока|Гармония Бессмертия|Тип Вектора Мощи|Номер пометки
3.144|4.6299600000000005|8377.453|145.21991097267795|7084.073|60.338|60.338|591.025|736|-|1.39|1.394603|7.532|-|12.509|0.248|0.97|0.982|Ниже среднего|4745
4.161|6.17328|14721.619|162.0494228179585|7760.671|113.754|113.754|645.9|736|-|1.66|Не определено|8.962|-|17.441|0.345|0.97|0.982|Ниже среднего|4746
5.14|7.7166|21631.316|201.51410973235343|8481.828|175.277|175.277|713.865|736|-|2.083|Не определено|11.147|-|25.496|0.505|0.97|0.982|Выше среднего|4747
6.175|9.25992|29774.517|241.6144455603248|8813.521|246.074|246.074|781.877|736|669.878|2.506|Не определено|13.295|1.03|34.715|0.687|0.97|0.982|Выше среднего|4748
7.148|10.80324|38991.403|280.446625153797|9126.067|332.276|332.276|833.849|736|-|2.973|Не определено|15.624|-|44.591|0.883|0.97|0.982|Сильный|4749
8.206|12.34656|50994.5|323.3241288875417|9309.111|438.059|438.059|931.311|736|-|3.585|Не определено|18.551|-|60.972|1.207|0.97|0.982|Сильный|4750
9.3|13.88988|72766.573|372.8443208477918|9760.701|645.038|645.038|1086.386|736|-|4.514|Не определено|22.749|-|90.242|1.786|0.97|0.982|Сильный|4751
1.138|1.54332|6138.93|139.24879053575495|6647.234|6.444|6.444|640.772|736|572.032|1.29|Не определено|7.033|1.019|27.487|0.308|0.97|0.983|Слабый|4752
2.088|3.08664|2826.374|142.89345689293955|6796.156|25.917|25.917|504.149|736|-|1.198|Не определено|6.47|-|9.936|0.134|0.97|0.983|Слабый|4753
3.144|4.6299600000000005|8377.561|145.2200156924331|7086.625|60.34|60.34|590.217|736|-|1.39|Не определено|7.524|-|12.475|0.247|0.97|0.983|Ниже среднего|4754
4.161|6.17328|14721.735|162.04952753771357|7762.655|113.763|113.763|645.021|736|-|1.66|1.394603|8.953|-|17.399|0.344|0.97|0.983|Ниже среднего|4755
5.14|7.7166|21631.459|201.5143191718637|8482.73|175.291|175.291|712.893|736|-|2.083|Не определено|11.135|-|25.44|0.504|0.97|0.983|Выше среднего|4756
6.175|9.25992|29783.48|241.6361225496345|8814.875|246.157|246.157|780.805|736|669.678|2.506|Не определено|13.283|1.03|34.647|0.686|0.97|0.983|Выше среднего|4757
7.148|10.80324|38990.901|280.44683459330724|9126.573|332.224|332.224|832.819|736|-|2.972|Не определено|15.607|-|44.51|0.881|0.97|0.983|Сильный|4758
8.206|12.34656|50994.608|323.3246524863173|9309.532|437.96|437.96|930.252|736|-|3.584|Не определено|18.53|-|60.874|1.205|0.97|0.983|Сильный|4759
9.3|13.88988|72767.561|372.84442556754686|9761.534|644.964|644.964|1085.499|736|780.612|4.513|Не определено|22.722|1.05|90.135|1.784|0.97|0.983|Сильный|4760
1.138|1.54332|4201.767|137.72092930855908|6638.571|5.643|5.643|591.549|736|-|1.23|Не определено|6.688|-|32.229|0.252|0.97|0.984|Слабый|4761
2.088|3.08664|2845.311|143.17860878613044|6800.442|26.414|26.414|502.8|736|-|1.199|Не определено|6.469|-|8.426|0.132|0.97|0.984|Слабый|4762
3.144|4.6299600000000005|8377.673|145.2200156924331|7089.178|60.332|60.332|589.411|736|-|1.39|Не определено|7.517|-|12.441|0.246|0.97|0.984|Ниже среднего|4763
4.161|6.17328|14721.787|162.04952753771357|7764.636|113.755|113.755|644.144|736|-|1.66|Не определено|8.944|-|17.356|0.344|0.97|0.984|Ниже среднего|4764
5.14|7.7166|21631.741|201.5144238916188|8483.637|175.277|175.277|711.925|736|-|2.082|Не определено|11.124|-|25.384|0.502|0.97|0.984|Выше среднего|4765
6.175|9.25992|29789.466|241.64282461396215|8815.972|246.188|246.188|779.781|736|-|2.506|1.394603|13.271|-|34.588|0.685|0.97|0.984|Выше среднего|4766
7.148|10.80324|38990.483|280.4469393130624|9127.079|332.256|332.256|831.792|736|-|2.972|Не определено|15.59|-|44.429|0.88|0.97|0.984|Сильный|4767
8.206|12.34656|50994.688|323.3250713653378|9309.952|438.004|438.004|929.197|736|-|3.583|Не определено|18.509|-|60.776|1.203|0.97|0.984|Сильный|4768
9.3|13.88988|72768.805|372.8448444465674|9762.367|645.074|645.074|1084.617|736|-|4.512|Не определено|22.695|-|90.028|1.782|0.97|0.984|Сильный|4769
1.138|1.54332|1486.596|138.03383193685664|6639.674|5.785|5.785|508.008|736|-|1.139|Не определено|6.166|-|26.294|0.152|0.97|0.985|Слабый|4770
2.088|3.08664|2873.211|143.30940376027488|6803.74|26.653|26.653|502.447|736|-|1.201|1.394603|6.469|-|7.345|0.131|0.97|0.985|Слабый|4771
3.144|4.6299600000000005|8377.766|145.2201204121882|7091.731|60.337|60.337|588.607|736|-|1.39|Не определено|7.51|-|12.408|0.246|0.97|0.985|Ниже среднего|4772
4.161|6.17328|14721.892|162.04963225746872|7766.623|113.777|113.777|643.269|736|-|1.66|Не определено|8.935|-|17.314|0.343|0.97|0.985|Ниже среднего|4773
5.14|-|21631.802|201.51463333112903|8484.538|175.269|175.269|710.957|736|-|2.082|Не определено|11.113|-|25.328|0.501|0.97|0.985|Выше среднего|4774
6.175|9.25992|29789.875|241.6412538176354|8817.0|246.219|246.219|778.681|736|-|2.506|1.394603|13.257|-|34.516|0.683|0.97|0.985|Выше среднего|4775
7.148|10.80324|38990.03|280.44725347232776|9127.585|332.298|332.298|830.768|736|-|2.971|Не определено|15.573|-|44.348|0.878|0.97|0.985|Сильный|4776
8.206|12.34656|50994.699|323.3250713653378|9310.37|437.968|437.968|928.144|736|733.692|3.582|1.394603|18.488|1.041|60.678|1.201|0.97|0.985|Сильный|4777
9.3|13.88988|72769.679|372.8447397268122|9763.188|644.786|644.786|1083.734|736|-|4.51|1.394603|22.668|-|89.921|1.78|0.97|0.985|Сильный|4778
1.138|1.54332|397.463|141.04504849532248|6659.178|7.344|7.344|454.598|736|-|1.1|Не определено|5.913|-|8.543|0.078|0.97|0.986|Слабый|4779
2.088|3.08664|2987.985|143.809231151461|6809.366|27.524|27.524|503.182|736|559.699|1.206|Не определено|6.488|1.019|4.937|0.13|0.97|0.986|Слабый|4780
3.144|4.6299600000000005|8377.866|145.2201204121882|7094.284|60.338|60.338|587.805|736|-|1.39|1.394603|7.503|-|12.374|0.245|0.97|0.986|Ниже среднего|4781
4.161|6.17328|14722.006|162.04973697722383|7768.612|113.771|113.771|642.396|736|-|1.659|Не определено|8.926|-|17.272|0.342|0.97|0.986|Ниже среднего|4782
5.14|7.7166|21632.055|201.51473805088415|8485.444|175.258|175.258|709.994|736|-|2.082|1.394603|11.101|-|25.273|0.5|0.97|0.986|Выше среднего|4783
6.175|9.25992|29790.194|241.6392641422881|8818.025|246.194|246.194|777.585|736|669.026|2.506|Не определено|13.243|1.03|34.443|0.682|0.97|0.986|Выше среднего|4784
7.148|10.80324|38989.602|280.44735819208285|9128.091|332.287|332.287|829.746|736|-|2.97|Не определено|15.556|-|44.267|0.876|0.97|0.986|Сильный|4785
8.206|12.34656|50994.626|323.3249666455826|9310.785|437.992|437.992|927.095|736|-|3.581|Не определено|18.468|-|60.581|1.199|0.97|0.986|Сильный|4786
9.3|13.88988|72770.185|372.84547276509807|9764.007|645.107|645.107|1082.855|736|-|4.509|Не определено|22.641|-|89.815|1.778|0.97|0.986|Сильный|4787
1.138|1.54332|890.883|143.745352100838|6679.363|8.808|8.808|464.128|736|548.557|1.122|Не определено|6.026|1.019|0.0|0.083|0.97|0.987|Слабый|4788
2.088|3.08664|3017.007|143.88871344559684|6812.394|27.673|27.673|503.018|736|-|1.207|Не определено|6.49|-|4.805|0.13|0.97|0.987|Слабый|4789
3.144|4.6299600000000005|8377.998|145.2202251319433|7096.841|60.346|60.346|587.004|736|581.415|1.39|Не определено|7.495|1.02|12.341|0.244|0.97|0.987|Ниже среднего|4790
4.161|6.17328|14722.055|162.04973697722383|7770.598|113.778|113.778|641.525|736|-|1.659|Не определено|8.917|-|17.23|0.341|0.97|0.987|Ниже среднего|4791
5.14|7.7166|21632.127|201.51505221014952|8486.346|175.275|175.275|709.031|736|-|2.081|Не определено|11.09|-|25.217|0.499|0.97|0.987|Выше среднего|4792
6.175|9.25992|29790.518|241.637379186696|8819.05|246.228|246.228|776.491|736|-|2.505|1.394603|13.23|-|34.371|0.681|0.97|0.987|Выше среднего|4793
7.148|10.80324|38989.125|280.44735819208285|9128.595|332.171|332.171|828.727|736|-|2.97|Не определено|15.539|-|44.186|0.875|0.97|0.987|Сильный|4794
8.206|12.34656|50994.547|323.3248619258275|9311.2|438.108|438.108|926.049|736|733.368|3.581|Не определено|18.447|1.041|60.484|1.197|0.97|0.987|Сильный|4795
9.3|13.88988|72771.494|372.8450538860776|9764.843|644.869|644.869|1081.987|736|-|4.508|Не определено|22.614|-|89.71|1.776|0.97|0.987|Сильный|4796
1.138|1.54332|1550.848|145.96205987721098|6696.611|10.051|10.051|482.82|736|-|1.151|Не определено|6.179|-|0.0|0.105|0.97|0.988|Слабый|4797
2.088|-|3018.197|143.88735208878026|6814.919|27.671|27.671|502.365|736|559.594|1.207|1.394603|6.484|1.02|4.764|0.129|0.97|0.988|Слабый|4798
3.144|4.6299600000000005|8378.009|145.2203298516984|7099.39|60.344|60.344|586.204|736|581.269|1.39|Не определено|7.488|1.02|12.307|0.244|0.97|0.988|Ниже среднего|4799
4.161|6.17328|14722.14|162.04984169697894|7772.589|113.77|113.77|640.657|736|-|1.659|Не определено|8.908|-|17.188|0.34|0.97|0.988|Ниже среднего|4800
5.14|7.7166|21632.304|201.51515692990463|8487.251|175.267|175.267|708.072|736|-|2.081|Не определено|11.079|-|25.162|0.498|0.97|0.988|Выше среднего|4801
6.175|9.25992|29790.907|241.63622726938965|8820.079|246.188|246.188|775.401|736|-|2.505|Не определено|13.216|-|34.3|0.679|0.97|0.988|Выше среднего|4802
7.148|10.80324|38988.749|280.4475676315932|9129.101|332.288|332.288|827.711|736|-|2.969|1.394603|15.522|-|44.106|0.873|0.97|0.988|Сильный|4803
8.206|12.34656|50994.494|323.3246524863173|9311.615|437.949|437.949|925.007|736|733.207|3.58|1.394603|18.427|1.041|60.387|1.195|0.97|0.988|Сильный|4804
9.3|13.88988|72772.08|372.84547276509807|9765.667|645.057|645.057|1081.119|736|779.881|4.507|1.394603|22.587|1.05|89.605|1.774|0.97|0.988|Сильный|4805
1.138|1.54332|2341.727|147.5484594475187|6710.071|10.976|10.976|505.869|736|556.524|1.183|Не определено|6.35|1.019|0.0|0.131|0.97|0.989|Слабый|4806
2.088|3.08664|3207.632|144.3336676851003|6820.221|28.456|28.456|505.979|736|-|1.214|Не определено|6.518|-|2.512|0.132|0.97|0.989|Слабый|4807
3.144|4.6299600000000005|8378.193|145.2203298516984|7101.952|60.349|60.349|585.407|736|-|1.389|Не определено|7.481|-|12.274|0.243|0.97|0.989|Ниже среднего|4808
4.161|6.17328|14721.012|162.0501558562443|7774.482|113.744|113.744|639.783|736|607.18|1.659|Не определено|8.899|1.023|17.145|0.339|0.97|0.989|Ниже среднего|4809
5.14|7.7166|21632.632|201.51526164965975|8488.16|175.255|175.255|707.116|736|-|2.081|Не определено|11.067|-|25.107|0.497|0.97|0.989|Выше среднего|4810
6.175|-|29791.181|241.63413287428727|8821.101|246.197|246.197|774.314|736|668.366|2.505|Не определено|13.203|1.03|34.228|0.678|0.97|0.989|Выше среднего|4811
7.148|10.80324|38988.249|280.44777707110336|9129.605|332.156|332.156|826.698|736|-|2.969|1.394603|15.505|-|44.025|0.872|0.97|0.989|Сильный|4812
8.206|-|50994.428|323.3245477665622|9312.028|437.964|437.964|923.967|736|-|3.579|1.394603|18.406|-|60.29|1.194|0.97|0.989|Сильный|4813
9.3|13.88988|72773.004|372.845368045343|9766.49|644.787|644.787|1080.254|736|-|4.506|Не определено|22.56|-|89.501|1.772|0.97|0.989|Сильный|4814
1.138|1.54332|2882.723|148.0800169245061|6716.375|11.288|11.288|521.515|736|559.11|1.204|Не определено|6.459|1.019|0.0|0.15|0.97|0.99|Слабый|4815
2.088|3.08664|3173.772|144.2518815563518|6822.2|28.31|28.31|504.407|736|-|1.213|Не определено|6.505|-|2.911|0.131|0.97|0.99|Слабый|4816
3.144|4.6299600000000005|8378.266|145.22043457145355|7104.506|60.346|60.346|584.611|736|-|1.389|Не определено|7.474|-|12.24|0.242|0.97|0.99|Ниже среднего|4817
4.161|-|14722.38|162.04994641673406|7776.581|113.767|113.767|638.927|736|-|1.659|Не определено|8.89|-|17.104|0.339|0.97|0.99|Ниже среднего|4818
5.14|7.7166|21632.744|201.51547108917|8489.064|175.263|175.263|706.161|736|-|2.081|Не определено|11.056|-|25.051|0.496|0.97|0.99|Выше среднего|4819
6.175|9.25992|29791.565|241.63277151747067|8822.13|246.246|246.246|773.23|736|668.147|2.504|Не определено|13.189|1.03|34.157|0.676|0.97|0.99|Выше среднего|4820
7.148|10.80324|38987.907|280.44767235134816|9130.11|332.218|332.218|825.687|736|-|2.968|Не определено|15.489|-|43.945|0.87|0.97|0.99|Сильный|4821
8.206|12.34656|50994.377|323.3243383270519|9312.441|437.952|437.952|922.931|736|-|3.578|Не определено|18.385|-|60.193|1.192|0.97|0.99|Сильный|4822
9.3|13.88988|72773.327|372.84599636387367|9767.301|645.116|645.116|1079.389|736|-|4.504|Не определено|22.533|-|89.396|1.77|0.97|0.99|Сильный|4823
1.138|1.54332|3842.06|148.25845938722998|6720.732|11.406|11.406|549.292|736|-|1.238|Не определено|6.648|-|0.0|0.183|0.97|0.991|Слабый|4824
2.088|3.08664|3320.905|144.5532650115862|6826.57|28.852|28.852|507.431|736|-|1.218|1.394603|6.524|-|1.229|0.134|0.97|0.991|Слабый|4825
3.144|4.6299600000000005|8378.389|145.22043457145355|7107.065|60.342|60.342|583.817|736|-|1.389|1.394603|7.466|-|12.207|0.242|0.97|0.991|Ниже среднего|4826
4.161|6.17328|14722.403|162.0500511364892|7778.572|113.769|113.769|638.064|736|-|1.658|Не определено|8.882|-|17.062|0.338|0.97|0.991|Ниже среднего|4827
5.14|7.7166|21632.906|201.51568052868024|8489.969|175.287|175.287|705.209|736|-|2.08|Не определено|11.045|-|24.996|0.495|0.97|0.991|Выше среднего|4828
6.175|-|29791.867|241.6310960013888|8823.154|246.245|246.245|772.149|736|-|2.504|Не определено|13.175|-|34.085|0.675|0.97|0.991|Выше среднего|4829
7.148|10.80324|38987.489|280.44798651061353|9130.614|332.225|332.225|824.68|736|-|2.967|Не определено|15.472|-|43.865|0.869|0.97|0.991|Сильный|4830
8.206|-|50994.341|323.32402416778655|9312.853|438.075|438.075|921.898|736|732.729|3.577|Не определено|18.365|1.041|60.097|1.19|0.97|0.991|Сильный|4831
9.3|13.88988|72773.103|372.84704356142487|9768.101|644.864|644.864|1078.523|736|-|4.503|Не определено|22.506|-|89.291|1.768|0.97|0.991|Сильный|4832
1.138|1.54332|4673.585|147.91204643729415|6721.618|11.214|11.214|573.078|736|-|1.265|Не определено|6.789|-|0.0|0.211|0.97|0.992|Слабый|4833
2.088|-|3311.611|144.52362932088732|6828.893|28.798|28.798|506.515|736|-|1.218|Не определено|6.515|-|1.267|0.133|0.97|0.992|Слабый|4834
3.144|4.6299600000000005|8378.539|145.22053929120867|7109.626|60.354|60.354|583.025|736|580.685|1.389|Не определено|7.459|1.02|12.174|0.241|0.97|0.992|Ниже среднего|4835
4.161|6.17328|14722.457|162.0500511364892|7780.566|113.783|113.783|637.204|736|-|1.658|Не определено|8.873|-|17.02|0.337|0.97|0.992|Ниже среднего|4836
5.14|7.7166|21633.064|201.51578524843535|8490.874|175.312|175.312|704.26|736|637.55|2.08|Не определено|11.034|1.026|24.941|0.494|0.97|0.992|Выше среднего|4837
6.175|9.25992|29792.103|241.6291063260415|8824.175|246.287|246.287|771.072|736|-|2.503|Не определено|13.162|-|34.014|0.673|0.97|0.992|Выше среднего|4838
7.148|10.80324|38987.072|280.44788179085845|9131.117|332.211|332.211|823.674|736|690.74|2.967|1.394603|15.455|1.035|43.786|0.867|0.97|0.992|Сильный|4839
8.206|12.34656|50994.237|323.3241288875417|9313.264|438.089|438.089|920.869|736|-|3.577|Не определено|18.344|-|60.001|1.188|0.97|0.992|Сильный|4840
9.3|13.88988|72775.002|372.8462058033839|9768.923|644.813|644.813|1077.671|736|779.313|4.502|Не определено|22.48|1.05|89.188|1.766|0.97|0.992|Сильный|4841
1.138|1.54332|5218.302|147.36938866626406|6721.084|10.909|10.909|587.527|736|-|1.282|Не определено|6.884|-|0.0|0.23|0.97|0.993|Слабый|4842
2.088|-|3477.718|144.80134611146465|6833.155|29.303|29.303|510.223|736|-|1.224|Не определено|6.547|-|0.193|0.137|0.97|0.993|Слабый|4843
3.144|4.6299600000000005|8378.647|145.22053929120867|7112.186|60.355|60.355|582.234|736|-|1.389|Не определено|7.452|-|12.14|0.24|0.97|0.993|Ниже среднего|4844
4.161|6.17328|14722.554|162.0501558562443|7782.567|113.782|113.782|636.346|736|-|1.658|1.394603|8.864|-|16.979|0.336|0.97|0.993|Ниже среднего|4845
5.14|7.7166|21633.186|201.5159946879456|8491.779|175.28|175.28|703.312|736|637.372|2.08|1.394603|11.023|1.026|24.886|0.493|0.97|0.993|Выше среднего|4846
6.175|9.25992|29792.493|241.62816384824544|8825.205|246.26|246.26|769.998|736|-|2.503|Не определено|13.149|-|33.943|0.672|0.97|0.993|Выше среднего|4847
7.148|10.80324|38986.64|280.44798651061353|9131.62|332.195|332.195|822.672|736|-|2.966|Не определено|15.438|-|43.706|0.865|0.97|0.993|Сильный|4848
8.206|12.34656|50994.206|323.3238147282763|9313.675|438.107|438.107|919.842|736|732.413|3.576|1.394603|18.324|1.041|59.905|1.186|0.97|0.993|Сильный|4849
9.3|13.88988|72775.876|372.8458916441186|9769.727|644.974|644.974|1076.816|736|-|4.501|Не определено|22.453|-|89.085|1.763|0.97|0.993|Сильный|4850
1.138|1.54332|6425.842|145.73450384933597|6714.332|9.975|9.975|620.568|736|-|1.315|Не определено|7.066|-|0.0|0.271|0.97|0.994|Слабый|4851
2.088|3.08664|3547.232|144.90365731221658|6836.318|29.479|29.479|511.423|736|-|1.227|Не определено|6.554|-|0.0|0.139|0.97|0.994|Слабый|4852
3.144|-|8378.705|145.2206440109638|7114.742|60.354|60.354|581.445|736|580.394|1.389|Не определено|7.445|1.02|12.107|0.24|0.97|0.994|Ниже среднего|4853
4.161|6.17328|14722.66|162.0501558562443|7784.57|113.787|113.787|635.49|736|606.392|1.658|1.394603|8.855|1.023|16.937|0.335|0.97|0.994|Ниже среднего|4854
5.14|7.7166|21633.283|201.51620412745584|8492.683|175.28|175.28|702.367|736|-|2.079|Не определено|11.011|-|24.831|0.492|0.97|0.994|Выше среднего|4855
6.175|9.25992|29792.82|241.62669777167372|8826.23|246.256|246.256|768.927|736|-|2.503|Не определено|13.135|-|33.872|0.671|0.97|0.994|Выше среднего|4856
7.148|10.80324|38986.278|280.4483006698789|9132.124|332.177|332.177|821.672|736|-|2.966|Не определено|15.422|-|43.627|0.864|0.97|0.994|Сильный|4857
8.206|12.34656|50994.166|323.323500569011|9314.085|438.033|438.033|918.819|736|732.256|3.575|Не определено|18.304|1.041|59.81|1.184|0.97|0.994|Сильный|4858
9.3|-|72776.245|372.8467294021595|9770.523|644.974|644.974|1075.961|736|779.034|4.5|Не определено|22.427|1.05|88.981|1.761|0.97|0.994|Сильный|4859
1.138|1.54332|7247.275|142.13183011395432|6695.536|7.977|7.977|650.994|736|-|1.328|Не определено|7.157|-|13.905|0.318|0.97|0.995|Слабый|4860
2.088|-|3831.162|145.28504666036235|6841.173|30.173|30.173|518.592|736|-|1.237|Не определено|6.605|-|0.0|0.148|0.97|0.995|Слабый|4861
3.144|4.6299600000000005|8378.877|145.2206440109638|7117.307|60.358|60.358|580.658|736|-|1.389|Не определено|7.438|-|12.074|0.239|0.97|0.995|Ниже среднего|4862
4.161|6.17328|14722.773|162.0502605759994|7786.575|113.783|113.783|634.637|736|-|1.657|Не определено|8.846|-|16.896|0.334|0.97|0.995|Ниже среднего|4863
5.14|7.7166|21633.439|201.51630884721092|8493.589|175.284|175.284|701.425|736|-|2.079|Не определено|11.0|-|24.777|0.49|0.97|0.995|Выше среднего|4864
6.175|9.25992|29793.101|241.6252316951021|8827.253|246.241|246.241|767.859|736|-|2.502|Не определено|13.122|-|33.802|0.669|0.97|0.995|Выше среднего|4865
7.148|10.80324|38985.941|280.4481959501238|9132.627|332.245|332.245|820.675|736|-|2.965|Не определено|15.405|-|43.547|0.862|0.97|0.995|Сильный|4866
8.206|12.34656|50994.107|323.3232911295008|9314.494|437.998|437.998|917.799|736|-|3.574|Не определено|18.283|-|59.714|1.182|0.97|0.995|Сильный|4867
9.3|13.88988|72776.681|372.8468341219147|9771.313|645.064|645.064|1075.108|736|-|4.499|1.394603|22.4|-|88.878|1.759|0.97|0.995|Сильный|4868
1.138|1.54332|6775.992|140.2173435508567|6686.188|6.943|6.943|642.619|736|572.492|1.31|1.394603|7.056|1.019|22.506|0.313|0.97|0.996|Слабый|4869
2.088|3.08664|3784.305|145.21844489610626|6843.21|30.061|30.061|516.666|736|-|1.235|Не определено|6.591|-|0.0|0.146|0.97|0.996|Слабый|4870
3.144|4.6299600000000005|8378.918|145.2207487307189|7119.863|60.358|60.358|579.871|736|-|1.389|Не определено|7.431|-|12.041|0.238|0.97|0.996|Ниже среднего|4871
4.161|-|14722.793|162.05036529575457|7788.574|113.787|113.787|633.785|736|-|1.657|Не определено|8.837|-|16.854|0.334|0.97|0.996|Ниже среднего|4872
5.14|7.7166|21633.627|201.5165182867212|8494.497|175.272|175.272|700.485|736|636.842|2.079|1.394603|10.989|1.026|24.722|0.489|0.97|0.996|Выше среднего|4873
6.175|9.25992|29793.461|241.6240797777958|8828.28|246.282|246.282|766.795|736|-|2.502|Не определено|13.108|-|33.731|0.668|0.97|0.996|Выше среднего|4874
7.148|-|38985.538|280.4483006698789|9133.129|332.244|332.244|819.681|736|-|2.964|1.394603|15.388|-|43.468|0.861|0.97|0.996|Сильный|4875
8.206|12.34656|50993.998|323.32339584925586|9314.902|438.071|438.071|916.782|736|731.945|3.573|Не определено|18.263|1.042|59.619|1.18|0.97|0.996|Сильный|4876
9.3|13.88988|72777.505|372.8467294021595|9772.104|645.137|645.137|1074.26|736|-|4.497|Не определено|22.374|-|88.775|1.757|0.97|0.996|Сильный|4877
1.138|1.54332|5390.83|138.23782601982975|6675.698|5.902|5.902|610.822|736|-|1.265|Не определено|6.811|-|30.214|0.279|0.97|0.997|Слабый|4878
2.088|3.08664|3903.687|145.34997290853656|6846.495|30.294|30.294|519.194|736|-|1.239|1.394603|6.606|-|0.0|0.15|0.97|0.997|Слабый|4879
3.144|4.6299600000000005|8379.039|145.220853450474|7122.426|60.356|60.356|579.087|736|-|1.389|Не определено|7.424|-|12.008|0.238|0.97|0.997|Ниже среднего|4880
4.161|-|14722.918|162.05036529575457|7790.583|113.79|113.79|632.936|736|-|1.657|1.394603|8.829|-|16.813|0.333|0.97|0.997|Ниже среднего|4881
5.14|7.7166|21633.74|201.51672772623144|8495.402|175.32|175.32|699.547|736|636.666|2.079|Не определено|10.978|1.026|24.668|0.488|0.97|0.997|Выше среднего|4882
6.175|9.25992|29793.731|241.62250898146897|8829.302|246.31|246.31|765.733|736|-|2.502|Не определено|13.095|-|33.661|0.666|0.97|0.997|Выше среднего|4883
7.148|10.80324|38985.157|280.44851010938913|9133.631|332.13|332.13|818.689|736|-|2.964|Не определено|15.372|-|43.389|0.859|0.97|0.997|Сильный|4884
8.206|12.34656|50993.938|323.3231864097456|9315.31|437.949|437.949|915.768|736|-|3.573|Не определено|18.243|-|59.525|1.178|0.97|0.997|Сильный|4885
9.3|13.88988|72778.618|372.8461010836288|9772.895|645.015|645.015|1073.415|736|-|4.496|Не определено|22.347|-|88.673|1.755|0.97|0.997|Сильный|4886
1.138|1.54332|3926.031|137.38614025144156|6671.562|5.453|5.453|572.626|736|561.272|1.22|1.394603|6.549|1.019|31.755|0.235|0.97|0.998|Слабый|4887
2.088|3.08664|4105.696|145.55993601755148|6850.237|30.677|30.677|524.046|736|-|1.247|Не определено|6.642|-|0.0|0.156|0.97|0.998|Слабый|4888
3.144|4.6299600000000005|8379.107|145.220853450474|7124.986|60.36|60.36|578.304|736|-|1.388|Не определено|7.417|-|11.975|0.237|0.97|0.998|Ниже среднего|4889
4.161|6.17328|14722.942|162.0504700155097|7792.586|113.786|113.786|632.088|736|-|1.657|Не определено|8.82|-|16.772|0.332|0.97|0.998|Ниже среднего|4890
5.14|7.7166|21633.953|201.5169371657417|8496.311|175.294|175.294|698.612|736|-|2.078|Не определено|10.967|-|24.613|0.487|0.97|0.998|Выше среднего|4891
6.175|9.25992|29794.049|241.6211476246524|8830.326|246.277|246.277|764.675|736|666.419|2.501|Не определено|13.082|1.03|33.591|0.665|0.97|0.998|Выше среднего|4892
7.148|10.80324|38984.795|280.4486148291443|9134.133|332.216|332.216|817.7|736|689.747|2.963|1.394603|15.355|1.036|43.311|0.858|0.97|0.998|Сильный|4893
8.206|12.34656|50993.89|323.32287225048026|9315.717|438.004|438.004|914.758|736|-|3.572|Не определено|18.223|-|59.43|1.177|0.97|0.998|Сильный|4894
9.3|13.88988|72779.763|372.8458916441186|9773.682|645.176|645.176|1072.574|736|778.487|4.495|Не определено|22.321|1.05|88.571|1.753|0.97|0.998|Сильный|4895
1.138|1.54332|1863.578|137.50133198207317|6672.283|5.495|5.495|511.453|736|-|1.152|Не определено|6.163|-|27.931|0.162|0.97|0.999|Слабый|4896
2.088|3.08664|4117.676|145.56066905583734|6852.802|30.679|30.679|523.671|736|-|1.247|1.394603|6.637|-|0.0|0.156|0.97|0.999|Слабый|4897
3.144|-|8379.177|145.22095817022915|7127.546|60.355|60.355|577.523|736|-|1.388|Не определено|7.41|-|11.942|0.236|0.97|0.999|Ниже среднего|4898
4.161|6.17328|14723.154|162.0505747352648|7794.606|113.784|113.784|631.243|736|-|1.657|1.394603|8.811|-|16.73|0.331|0.97|0.999|Ниже среднего|4899
5.14|7.7166|21634.218|201.5170418854968|8497.221|175.315|175.315|697.68|736|-|2.078|1.394603|10.956|-|24.559|0.486|0.97|0.999|Выше среднего|4900
6.175|9.25992|29794.368|241.62030986661148|8831.351|246.313|246.313|763.621|736|-|2.501|Не определено|13.068|-|33.52|0.664|0.97|0.999|Выше среднего|4901
7.148|10.80324|38984.485|280.44851010938913|9134.635|332.233|332.233|816.714|736|-|2.963|Не определено|15.339|-|43.232|0.856|0.97|0.999|Сильный|4902
8.206|12.34656|50993.814|323.32287225048026|9316.123|437.947|437.947|913.75|736|-|3.571|1.394603|18.202|-|59.336|1.175|0.97|0.999|Сильный|4903
9.3|13.88988|72780.038|372.8464152428941|9774.455|645.172|645.172|1071.73|736|778.351|4.494|Не определено|22.295|1.05|88.469|1.751|0.97|0.999|Сильный|4904
1.138|-|963.659|138.3371003476832|6678.617|5.913|5.913|478.278|736|-|1.12|Не определено|5.967|-|22.284|0.12|0.97|1.0|Слабый|4905
2.088|3.08664|4563.159|145.8593297974386|6857.024|31.233|31.233|534.728|736|-|1.262|Не определено|6.719|-|0.0|0.17|0.97|1.0|Слабый|4906
3.144|4.6299600000000005|8379.302|145.22095817022915|7130.111|60.363|60.363|576.743|736|-|1.388|Не определено|7.403|-|11.909|0.236|0.97|1.0|Ниже среднего|4907
